GO:0008409,go-molecular-function-cv
GO:0017108,go-molecular-function-cv
GO:0034333,go-biological-process-cv
GO:0008608,go-biological-process-cv
GO:0006284,go-biological-process-cv
GO:0007610,go-biological-process-cv
GO:0060070,go-biological-process-cv
GO:0030154,go-biological-process-cv
GO:0016477,go-biological-process-cv
GO:0008283,go-biological-process-cv
GO:0006974,go-biological-process-cv
GO:0034644,go-biological-process-cv
GO:0007268,go-biological-process-cv
GO:0032502,go-biological-process-cv
GO:0014046,go-biological-process-cv
GO:0009790,go-biological-process-cv
GO:0004519,go-molecular-function-cv
GO:0040007,go-biological-process-cv
GO:0051310,go-biological-process-cv
GO:0007020,go-biological-process-cv
GO:0071174,go-biological-process-cv
GO:0007052,go-biological-process-cv
GO:0005634,go-cellular-component-cv
GO:0000060,go-biological-process-cv
GO:0034501,go-biological-process-cv
GO:0072657,go-biological-process-cv
GO:0034504,go-biological-process-cv
GO:0032587,go-cellular-component-cv
GO:0001820,go-biological-process-cv
GO:0000732,go-biological-process-cv
GO:0050808,go-biological-process-cv
GO:0008542,go-biological-process-cv
GO:0006310,go-biological-process-cv
GO:0006281,go-biological-process-cv
GO:0000086,go-biological-process-cv
GO:0090425,go-biological-process-cv
GO:0008219,go-biological-process-cv
GO:0071480,go-biological-process-cv
GO:0071479,go-biological-process-cv
GO:0051298,go-biological-process-cv
GO:0051312,go-biological-process-cv
GO:0005737,go-cellular-component-cv
GO:0008340,go-biological-process-cv
GO:0000724,go-biological-process-cv
GO:0006303,go-biological-process-cv
GO:0045002,go-biological-process-cv
GO:0061040,go-biological-process-cv
GO:0042592,go-biological-process-cv
GO:0031573,go-biological-process-cv
GO:1990067,go-biological-process-cv
GO:0030879,go-biological-process-cv
GO:0060443,go-biological-process-cv
GO:0006298,go-biological-process-cv
GO:0007095,go-biological-process-cv
GO:0050815,go-molecular-function-cv
GO:0010332,go-biological-process-cv
GO:0035861,go-cellular-component-cv
GO:0061053,go-biological-process-cv
GO:0048863,go-biological-process-cv
GO:0003714,go-molecular-function-cv
GO:0006351,go-biological-process-cv
GO:0004842,go-molecular-function-cv
GO:0060065,go-biological-process-cv
GO:0000730,go-biological-process-cv
GO:0006915,go-biological-process-cv
GO:0000920,go-biological-process-cv
GO:0071481,go-biological-process-cv
GO:0006302,go-biological-process-cv
GO:0048562,go-biological-process-cv
GO:0048730,go-biological-process-cv
GO:1903867,go-biological-process-cv
GO:0008585,go-biological-process-cv
GO:0048144,go-biological-process-cv
GO:0007276,go-biological-process-cv
GO:0007281,go-biological-process-cv
GO:0008584,go-biological-process-cv
GO:0000707,go-biological-process-cv
GO:0044819,go-biological-process-cv
GO:0044818,go-biological-process-cv
GO:0000281,go-biological-process-cv
GO:0007067,go-biological-process-cv
GO:0001541,go-biological-process-cv
GO:0006461,go-biological-process-cv
GO:0051261,go-biological-process-cv
GO:1902480,go-biological-process-cv
GO:0048478,go-biological-process-cv
GO:0001501,go-biological-process-cv
GO:0048705,go-biological-process-cv
GO:0007283,go-biological-process-cv
GO:0051233,go-cellular-component-cv
GO:0004003,go-molecular-function-cv
GO:0016887,go-molecular-function-cv
GO:0003677,go-molecular-function-cv
GO:0015616,go-molecular-function-cv
GO:0032986,go-biological-process-cv
GO:0005783,go-cellular-component-cv
GO:0005615,go-cellular-component-cv
GO:0016020,go-cellular-component-cv
GO:0005886,go-cellular-component-cv
GO:0003689,go-molecular-function-cv
GO:0031572,go-biological-process-cv
GO:0000774,go-molecular-function-cv
GO:0000785,go-cellular-component-cv
GO:0032300,go-cellular-component-cv
GO:0030983,go-molecular-function-cv
GO:0035485,go-molecular-function-cv
GO:0034599,go-biological-process-cv
GO:0000700,go-molecular-function-cv
GO:0008534,go-molecular-function-cv
GO:0060047,go-biological-process-cv
GO:0007626,go-biological-process-cv
GO:0050877,go-biological-process-cv
GO:0060075,go-biological-process-cv
GO:0003016,go-biological-process-cv
GO:0019226,go-biological-process-cv
GO:0030424,go-cellular-component-cv
GO:0043194,go-cellular-component-cv
GO:0030139,go-cellular-component-cv
GO:0086013,go-biological-process-cv
GO:0005248,go-molecular-function-cv
GO:0061337,go-biological-process-cv
GO:0007507,go-biological-process-cv
GO:0014704,go-cellular-component-cv
GO:0016328,go-cellular-component-cv
GO:0086012,go-biological-process-cv
GO:0086005,go-biological-process-cv
GO:0005794,go-cellular-component-cv
GO:0008306,go-biological-process-cv
GO:0031223,go-biological-process-cv
GO:0061564,go-biological-process-cv
GO:0021694,go-biological-process-cv
GO:0021692,go-biological-process-cv
GO:0042471,go-biological-process-cv
GO:0048592,go-biological-process-cv
GO:0048747,go-biological-process-cv
GO:0050884,go-biological-process-cv
GO:0043025,go-cellular-component-cv
GO:0033268,go-cellular-component-cv
GO:0035176,go-biological-process-cv
GO:0007601,go-biological-process-cv
GO:0001662,go-biological-process-cv
GO:0061366,go-biological-process-cv
GO:0048266,go-biological-process-cv
GO:0010498,go-biological-process-cv
GO:0006954,go-biological-process-cv
GO:0098816,go-biological-process-cv
